Origin_clean,Asylum_clean,Value,origin_lon,origin_lat,asylum_lon,asylum_lat
Libya,Belarus,0000900,17.97435277916037,26.99746040702032,27.98135261544802,53.50634479481113
Libya,Belgium,430006000,17.97435277916037,26.99746040702032,4.580834113854934,50.65244095902296
Libya,Brazil,16000500,17.97435277916037,26.99746040702032,-53.05434003576711,-10.806773643498916
Libya,Bulgaria,*000*00,17.97435277916037,26.99746040702032,25.19511095327711,42.7531187620217
Libya,Canada,27200086900,17.97435277916037,26.99746040702032,-98.14238137209698,61.46907614534888
Libya,Chad,*000000,17.97435277916037,26.99746040702032,18.581329525332883,15.328867399839657
Libya,Croatia,*000*00,17.97435277916037,26.99746040702032,16.566189771645533,45.016233995931124
Libya,Cyprus,*000*00,17.97435277916037,26.99746040702032,33.03955380295407,34.90706085094344
Libya,Czechia,9000900,17.97435277916037,26.99746040702032,15.334558102365815,49.775245294369
Libya,Denmark,150001200,17.97435277916037,26.99746040702032,9.876372937675002,56.06393446179454
Libya,Dominican Republic,*000000,17.97435277916037,26.99746040702032,,
Libya,Egypt,*000000,17.97435277916037,26.99746040702032,29.844461513124404,26.50661999974955
Libya,Finland,60002700,17.97435277916037,26.99746040702032,26.21176461029636,64.50409403963653
Libya,France,71100032200,17.97435277916037,26.99746040702032,-2.876696699270627,42.46070432663372
Libya,Germany,182900068600,17.97435277916037,26.99746040702032,10.288485092742851,51.13372269040778
Libya,Ghana,15000000,17.97435277916037,26.99746040702032,-1.2369685557063992,7.928651813099647
Libya,Greece,100002400,17.97435277916037,26.99746040702032,22.719813447095056,39.066715899713955
Libya,Haiti,0000*00,17.97435277916037,26.99746040702032,-72.65801330535574,18.900700691843337
Libya,Hungary,9000*00,17.97435277916037,26.99746040702032,19.357628627745918,47.19995117195427
Libya,Iceland,0000*00,17.97435277916037,26.99746040702032,-18.761028770831768,65.07427633529105
Libya,India,*000*00,17.97435277916037,26.99746040702032,79.59370376325381,22.92500640740852
Libya,Indonesia,12000000,17.97435277916037,26.99746040702032,117.42340756227367,-2.2217379365205416
Libya,Ireland,4600022600,17.97435277916037,26.99746040702032,-8.010236544877014,53.180591209950066
Libya,Italy,25700060300,17.97435277916037,26.99746040702032,12.140788372235871,42.75118305296426
Libya,Jordan,1650001600,17.97435277916037,26.99746040702032,36.77945490632519,31.245490584748417
Libya,Lebanon,50*01200,17.97435277916037,26.99746040702032,35.87098632001643,33.91182720781994
Libya,Libya,01745100449840000,17.97435277916037,26.99746040702032,17.97435277916037,26.99746040702032
Libya,Luxembourg,11000500,17.97435277916037,26.99746040702032,5.965223432343999,49.76570507415103
Libya,Malaysia,16000600,17.97435277916037,26.99746040702032,109.6981484486297,3.7255884257737155
Libya,Mauritania,*000*00,17.97435277916037,26.99746040702032,-10.326396925234992,20.20926720635376
Libya,Mexico,*000*00,17.97435277916037,26.99746040702032,-102.57634952398689,23.935371902244825
Libya,Moldova,0000*00,17.97435277916037,26.99746040702032,28.41048279080328,47.20367642606752
Libya,Montenegro,*000000,17.97435277916037,26.99746040702032,19.28618172159286,42.78903960655908
Libya,Morocco,300001600,17.97435277916037,26.99746040702032,-8.420479544549693,29.88539469830206
Libya,Netherlands,22400033500,17.97435277916037,26.99746040702032,5.5122171009654,52.298700374441786
Libya,New Zealand,60001600,17.97435277916037,26.99746040702032,172.70192594405574,-41.662578757158684
Libya,Niger,*000600,17.97435277916037,26.99746040702032,9.324427099857926,17.34555281474554
Libya,Nigeria,0000*00,17.97435277916037,26.99746040702032,7.9951277540897845,9.548318418209963
Libya,Norway,360004800,17.97435277916037,26.99746040702032,15.46811995520676,69.15685630975351
Libya,Poland,*0001500,17.97435277916037,26.99746040702032,19.31101430844868,52.14826021933187
Libya,Portugal,00001400,17.97435277916037,26.99746040702032,-8.055765588295687,39.63404977497817
Libya,Republic of Serbia,00002300,17.97435277916037,26.99746040702032,,
Libya,Romania,0000*00,17.97435277916037,26.99746040702032,24.943252494635377,45.857101035738005
Libya,Russia,0000*00,17.97435277916037,26.99746040702032,96.80331818290131,61.96166349492301
Libya,Senegal,*000000,17.97435277916037,26.99746040702032,-14.50980278585943,14.354139988452022
Libya,Slovakia,0000700,17.97435277916037,26.99746040702032,19.507657147433708,48.7267113517275
Libya,Slovenia,*000000,17.97435277916037,26.99746040702032,14.938152320795732,46.12542205901039
Libya,South Africa,9000*00,17.97435277916037,26.99746040702032,25.048013879861678,-28.947033259979115
Libya,South Korea,8000500,17.97435277916037,26.99746040702032,127.8213171283307,36.42759860415487
Libya,Spain,55000500,17.97435277916037,26.99746040702032,-3.617020602387373,40.348656106226734
Libya,Sudan,0000*00,17.97435277916037,26.99746040702032,29.8626040122579,15.990585003116715
